iter	Logloss
0	0.5687520797
1	0.4687128884
2	0.400084111
3	0.3499056103
4	0.3166705849
5	0.2881679754
6	0.271291882
7	0.2425738937
8	0.2304330687
9	0.211833363
10	0.2043922887
11	0.1930855494
12	0.184084492
13	0.178480578
14	0.1732409699
15	0.1669138149
16	0.1610739687
17	0.1577578504
18	0.1521466111
19	0.1462713553
20	0.1425632591
21	0.1395468076
22	0.1381249659
23	0.1354522847
24	0.1337878721
25	0.1306375209
26	0.1271272158
27	0.1255496051
28	0.1225192958
29	0.1197643196
30	0.1164737994
31	0.1140706949
32	0.1125070003
33	0.1110056812
34	0.1088824691
35	0.1067939415
36	0.105607854
37	0.1042813535
38	0.1028286928
39	0.1019150858
40	0.1001244446
41	0.09887155313
42	0.0976698798
43	0.09705324802
44	0.09597274559
45	0.09488794413
46	0.09312908354
47	0.09267815946
48	0.09132599451
49	0.09047112044
50	0.08978379082
51	0.08862726188
52	0.08690285233
53	0.08566201674
54	0.08477282914
55	0.08374284436
56	0.08279869148
57	0.08154348305
58	0.08063883818
59	0.08018321132
60	0.07982298793
61	0.07920869554
62	0.07857919616
63	0.07810307499
64	0.0772887745
65	0.07658566709
66	0.07625106687
67	0.07528370283
68	0.07450636375
69	0.0737877403
70	0.07304318497
71	0.07259571968
72	0.07216959263
73	0.07159593213
74	0.07126339936
75	0.07061188784
76	0.07019250445
77	0.06977105767
78	0.06923786169
79	0.06842267534
80	0.06794393113
81	0.06718029192
82	0.06671654003
83	0.06614963514
84	0.06561095106
85	0.06527282154
86	0.06474490308
87	0.06446731783
88	0.06412400982
89	0.06358456634
90	0.06303158547
91	0.06220414419
92	0.0618460456
93	0.06121112332
94	0.06084335683
95	0.06018878036
96	0.05964563383
97	0.05926908185
98	0.05885913122
99	0.05846590498
100	0.05786372903
101	0.05760752261
102	0.05714295445
103	0.0564868139
104	0.0560497436
105	0.05542678194
106	0.05509813001
107	0.05458628812
108	0.05414148129
109	0.05355416484
110	0.05308404981
111	0.05284040367
112	0.05243248486
113	0.05199667938
114	0.05157178496
115	0.05118208852
116	0.05071820193
117	0.05024024726
118	0.05020028934
119	0.049732611
120	0.04941745352
121	0.04898210266
122	0.04864679747
123	0.0481386908
124	0.04791414708
125	0.04764856483
126	0.04764693636
127	0.04733495036
128	0.04701394644
129	0.04665278368
130	0.04615326924
131	0.04600370892
132	0.04577984
133	0.04545121577
134	0.04512868245
135	0.04479282028
136	0.04458126945
137	0.0445812649
138	0.04406261273
139	0.04374367213
140	0.04370428299
141	0.04356137936
142	0.04332283403
143	0.04300923744
144	0.04262378587
145	0.04235715556
146	0.04209724552
147	0.04191785138
148	0.04171094126
149	0.04157465721
150	0.04151976445
151	0.04135305712
152	0.0410925651
153	0.04085828675
154	0.04069202755
155	0.04039936634
156	0.04039935386
157	0.0401295805
158	0.03986722807
159	0.03957876432
160	0.03919612495
161	0.03902429563
162	0.03876824845
163	0.03868566445
164	0.0384881741
165	0.03820989679
166	0.03789641443
167	0.03765036524
168	0.03756662773
169	0.03729600145
170	0.03709047192
171	0.03701186742
172	0.03688322093
173	0.03667250758
174	0.03650486143
175	0.03623635156
176	0.03616794772
177	0.03596295971
178	0.03573824072
179	0.03563119435
180	0.03555337505
181	0.03529032794
182	0.03514706197
183	0.03502746989
184	0.03481220684
185	0.03476068864
186	0.03457189892
187	0.03423123065
188	0.03388954981
189	0.03371539947
190	0.03360743674
191	0.03346040853
192	0.03337730097
193	0.03327346973
194	0.03309173725
195	0.03286139138
196	0.03264238575
197	0.03247768224
198	0.03224112849
199	0.03212076857
200	0.03201508046
201	0.03189872271
202	0.03177739118
203	0.03168207866
204	0.0316283895
205	0.03145605513
206	0.03128954231
207	0.03107068663
208	0.03097114718
209	0.03086796835
210	0.03068827495
211	0.03051000247
212	0.0303588127
213	0.03019022884
214	0.03005236988
215	0.02992483026
216	0.02979231525
217	0.0296471486
218	0.02951216397
219	0.02929475007
220	0.02908984585
221	0.02902064852
222	0.02885781727
223	0.02880314961
224	0.02865976632
225	0.02853181787
226	0.02849619463
227	0.02826825099
228	0.02807540319
229	0.02793403397
230	0.02783426925
231	0.02772455844
232	0.02751465786
233	0.02745253131
234	0.02733116759
235	0.02723408746
236	0.0271700514
237	0.02700062769
238	0.02695329968
239	0.02673530656
240	0.02661491357
241	0.02653383649
242	0.02645681798
243	0.02635378868
244	0.02616300823
245	0.02601196636
246	0.02586975707
247	0.02579058704
248	0.02555112313
249	0.02543356113
250	0.02533490083
251	0.02523616315
252	0.02509794043
253	0.02505130191
254	0.02496525654
255	0.02483515686
256	0.02476080232
257	0.0245686894
258	0.02441037601
259	0.0242980583
260	0.02422138857
261	0.0241132798
262	0.02394837676
263	0.02373585089
264	0.02364388972
265	0.02357961211
266	0.02356514891
267	0.02353135436
268	0.02340877568
269	0.02322837304
270	0.0230803146
271	0.02296575218
272	0.02288129555
273	0.02285378301
274	0.02279093778
275	0.02264008154
276	0.02256509235
277	0.02251414594
278	0.02247373099
279	0.02241336465
280	0.0223722103
281	0.02226545029
282	0.02218677682
283	0.02211188972
284	0.0220992987
285	0.02208450353
286	0.02202767557
287	0.02189359119
288	0.02177712047
289	0.02174192189
290	0.02168904221
291	0.02162436592
292	0.02157080498
293	0.02150150047
294	0.02134995672
295	0.02131008071
296	0.02122247865
297	0.02119566504
298	0.0210937187
299	0.02100308685
300	0.02088416455
301	0.02079864673
302	0.02072823764
303	0.02065462864
304	0.02056268781
305	0.02046422713
306	0.02038274058
307	0.0202499518
308	0.02022711271
309	0.02010500466
310	0.0200688556
311	0.02003112304
312	0.01992827789
313	0.01989465716
314	0.01983959113
315	0.01963001292
316	0.01950788712
317	0.01946097036
318	0.01937934024
319	0.01927959161
320	0.01925149364
321	0.01922507498
322	0.01913397422
323	0.01906395056
324	0.01895792664
325	0.01893090587
326	0.0188541836
